,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
3/13/2015,117.73,99.61,413.35,154.26,429.38,89.31,188.21,59.76,124,176.89,123.52,244.18,38.31,66.39,175.09,58.73,24.84,163.3,2.64,70.66,14.63,113.57,34.45,29.94,63.09,96.56,119.93,13.89,28.56,40.96,41.28,77.98,281.38,57.23,95.66,81.25,32.54,47.69,87.33,107.16,31.78,22.47,15.07,49.49,40.7,74.99,,28.67,19.38,15.93,92.9,47.36,65.78,14.11,28.13,8.15,11.77,29.15,1.11,,17.57,,35.27,46.09,15,34.35,31.31,47.25,28.96,33.45,25.35,9.25,21.4,25.89,41.2,23.02,14.54,14.89,13.67,,45.27,3.55,25.2,20.62,2.9,74.39,,60.31,55,25.86,19.73,4.26,15.76,7.09,,,23.48,15.51,,14.76,10.03,10.37,34.77,15.5,25.21,50.56,34.23,18.27,,18.85,60.33,,,31.42,11.3,6.24,7.98,17.84,,7.04,28.08,13.12,4.12,5.86,,8.17,11.55,3.6,29.74,3.02,29.37,11.79,17.41,39.36,12.08,,17.26,4.81,4.34,13.24,9.29,7.28,8.89,27.19,,22.83,4.7,5.1999,73.27,,17.4,,1.3,7.43,38.71,3.36,6.52,18.78,10.2,,,7.53,53
3/20/2015,128.5,102.29,475.98,170.1,488.87,95.55,196.02,63.06,131,187.71,125.17,253.64,38.86,67.2,189.01,60.23,25.66,178.49,2.82,73.59,14.52,117.46,34.45,29.66,71.89,101.155,124.76,12.02,31.01,43.6,49.03,78.26,290.98,62.06,94.62,87.55,33.29,53.38,92.37,107.97,32.92,22.77,16.59,61.53,41,76.7,,38.66,19.38,14.63,97.64,48.61,69.95,13.16,30.93,8,11.35,31.45,1.1,,17.03,,37.03,41,15.27,34.74,32.32,48.11,26.46,32.14,29.01,11.61,21.8,24.79,41.82,19.91,15.99,15.46,13.8,,46.34,4.15,24.12,23.82,2.52,112.33,,60.02,58.2,28.32,20.35,4.11,15.98,6.06,,,27.64,14.74,,22.34,9.49,9.57,36.25,15.28,24.94,54.57,34.35,19.55,,18.8,65.98,,,38.78,11.055,6.17,7.76,17.89,,9.09,31.44,13.59,4.29,5.63,,9.32,11.48,3.45,30.38,2.73,30.83,11.76,17.94,36.91,10.82,,17.9,4.8,3.98,12.46,9.58,7.29,7.79,28.005,,25.19,4.2,5.98,70.05,,17.63,,1.38,7.61,39.77,3.53,7.5,18.74,10,,,7.37,51.4
3/27/2015,118.68,101,429.87,162.59,454.5,94.36,187.17,61.63,120.34,180.59,128.78,240.97,36.22,63.33,175.42,55.91,25.41,172.96,2.54,63.37,14.49,104.06,31.96,28.71,59.78,99.04,114.41,11.09,28.6,38.78,48.48,73.445,293.91,56.56,86.46,91.24,33.09,50.7,90.04,96.6,31.94,21.81,15.67,56.6,38.66,72.95,,37.84,17.35,13.93,92.6,41.77,68.88,13.57,29.85,7.4,11.78,30.89,0.9505,,16.46,,35.76,39.68,15.14,34.2,30.57,47.97,28.41,30.21,28.43,10.96,20.5,22.53,37.55,18.74,15.2,15.07,12.365,,45.74,4.31,22.67,23.12,2.41,90.65,,56.26,57.29,22.38,19.28,3.71,16.1,5.79,,,25.28,15.43,,21.87,8.3,9.26,31.93,14.01,21.86,52.26,31.35,19.05,,17.56,61.94,,,36.6,10.16,6.005,7.16,14.5,,8.285,29.74,11.2,4.1,5.59,,8.77,10.63,3.34,27.17,2.54,30.65,11.61,17.5,34.23,8.1,,18,4.33,3.85,10.43,8.22,7.04,7.23,25.89,,22.46,3.66,5.29,62.62,,15.54,,1.34,7.56,32,3.55,6.97,16.25,9.33,,,6.98,49.09
4/3/2015,114.31,98.43,412.44,155.88,438.27,88.79,183.01,58.095,117.23,169.94,120.38,226.9,35.375,60.1,168.86,53.92,25.18,174.73,2.66,61.63,14.33,104.41,31.49,28.12,53.95,98.52,118.49,11,27.52,39.52,47.24,69.52,271.61,62.2,90.88,93.78,33.55,46.87,90.42,94.35,32.04,25.97,15.79,57.04,37.24,76.82,,38.28,17.27,14.685,86.81,42.27,70,14.25,30.78,7.44,12.41,30.89,0.9591,,15.18,,35.1,48.47,15.91,33.51,30.25,48.74,28.05,30.15,26.89,10.95,20.84,20.4,34.58,17.73,14.74,15.29,11.78,,46.67,4.45,22.47,24.69,2.36,99.79,,54.98,53.96,23.06,17.85,3.83,15.97,5.83,,,23.68,14.95,,23.85,9.76,9.28,31.64,13.02,22.84,53.59,31.05,20.23,,17.72,64.41,,,43.18,10.19,5.97,7.02,15.67,,8.685,29.45,12.94,3.91,5.78,,8.33,10.88,3.64,26.43,2.35,31.53,12.07,17.71,35.09,7.96,,18.74,4.46,3.73,9.19,7.94,7.01,7.54,25.6,,23.15,3.72,4.86,64.86,,14.96,,1.47,6.95,34.41,3.45,7.09,15.64,8.85,,,7.6,47.08
4/10/2015,117.07,101.77,425.65,163.38,461.39,93.81,188.16,70.24,128.47,182.68,122.2,248.77,37.09,63.52,183.96,58.22,25.45,184.44,3.04,65.7,14.25,114.22,37.53,30.27,58.34,99.99,126.34,11.22,28.31,42.71,52.74,77.4,279.25,62.14,91.32,96.83,34.6,51.41,94.46,98.57,31.64,28.48,15.62,60.39,38.79,83.2,,36.91,18.01,15.43,87.67,43.18,71.82,13.85,29.9,7.56,12.84,32.3,0.9077,,17.13,,35.5,49.31,15,34.46,30.5,48.7,26.05,31.27,27.92,12.19,22.02,20.98,34.23,18.37,15.79,16.29,12.7,,50.68,4.18,24.72,26.58,2.59,100.86,,57.97,57.35,23.03,18.19,4.14,16.65,5.97,,,23.98,15.34,,23.2,9.65,9.52,34.43,12.82,24.58,55.38,36,20.97,,18.5,68.23,,,47.49,10.36,6,7.26,19.92,,9.78,32.08,12.39,3.9,5.95,,8.23,11.08,3.93,28.56,2.8,29.97,12.17,17.94,35.76,8.47,,17.55,4.55,4.08,10.41,8.35,7.18,7.92,26.36,,24.88,4.16,5.3,71.66,,15.41,,1.49,7.27,35.92,3.47,6.8,16.25,9.87,,,7.91,49.99
4/17/2015,113.47,101.38,419.44,163.58,447.52,101.66,191.16,69.815,125.07,181.34,120.91,244.4,36.13,62.79,187.18,62.56,25.15,185.19,3.11,65.33,14.28,116.98,38.03,27.58,65.06,101.03,132.51,11.95,29.08,42.49,53.23,86.15,274.94,62.95,114,96.02,34.24,59.92,93.34,107.73,30.68,30.815,15.06,64.66,38.4,85.85,,35.99,18.02,15.3,84.65,41.49,69.97,13.24,28.72,7.3,13.47,34.15,1.03,,17.13,,35.34,55.44,15.03,34.49,32.09,49.57,25.44,30.38,26.98,12,22.63,24.16,33.76,18.17,14.87,17.57,12.95,,49.98,4.36,25.97,25.02,2.33,101.22,,60.78,57.22,19.23,19.01,4.12,16.29,6.38,40,,24.36,15.11,,24.045,9.78,9.9,32.85,12.48,24.21,53.71,36.14,22.33,,18.79,67.54,26.18,,52.24,10.26,5.97,6.95,20,,10.04,33.79,12.15,4.03,6.15,,9.01,11.81,4.09,26.76,2.79,28.38,13.085,17.78,31.86,7.58,,15.89,4.64,3.97,8.31,8.07,7.18,7.73,25.55,,25.82,4.56,5.77,70.74,,14.5,,1.58,7.13,37.09,4.45,6.93,16.19,10.89,,,7.08,50.57
4/24/2015,118.71,103.695,401.71,167.91,480.09,107.34,189.59,76.06,133.2,180.08,120.28,255.11,37.14,62.26,189.42,64,24.83,186.69,3.08,66.37,14.83,119.01,38.36,27.75,60.58,100.85,136.26,10.77,27.41,43.37,55.24,92.03,283.2,69.65,121,98.59,33.9,58.57,93.27,107.04,30.12,31.75,15.105,56.66,38.51,89.75,,37.35,18.39,16.86,85.07,41.01,61.39,13.42,26.91,7.19,13.76,12.87,1.1,,17.92,,33.59,59.3,14.96,33.12,34.75,46.57,23.52,30.59,25.1,12.25,23.25,24.2,33.29,20.21,14.73,20.13,13.6,,49.55,4.01,27.645,26.29,2.33,104.6,,62.42,60.01,18.52,18.56,4.09,16.1,6.03,36,,22.71,15.25,,24.75,10.35,9.97,33.96,11.92,24.32,52.1,37.14,21.92,,19.08,70.26,22.94,,59.89,10.06,6.1,7.25,21.09,,10.35,31.49,12.34,4.79,5.76,,8.94,12.11,4.875,30.1,2.96,28.87,13.42,17.7,31.8,7.77,,15.88,4.49,4.3,8.67,8.58,7.02,7.62,26.16,,27.88,5.19,5.74,70.48,,14.7,,1.54,7,39.02,4.09,6.69,15.86,10.46,,,7.28,52.15
5/1/2015,110.55,105.01,386.22,160.36,471.16,98.28,191.23,73.89,125.6,172.5,115.92,243.9,34.03,59.1,180.74,53.65,24.06,170.92,2.83,58.24,14.03,106.89,35.67,28.77,51.41,96.73,138.94,11.48,27.07,35.51,43,82.09,254.99,59.82,109.13,98.2,31.86,54.64,85.05,95.74,33.77,29.22,13.92,44.82,37.64,79.8,,33.65,16.55,15.79,68.81,36.58,58.52,12.725,23.77,6.32,12.82,9.37,1.04,,16.63,18.53,34.18,55.48,14.78,29.77,31.49,45.53,23.62,28.28,26.7,10.44,21.2,20.74,28.74,15.99,14.61,18.18,11.35,,46.38,3.54,23.86,25.26,1.89,100.4,,53.39,52.3,16.61,17.49,3.85,15.84,5.24,26.09,,21.48,14.6,,22.81,9.36,9.46,29.75,11.01,20.43,46.64,35.11,20.22,,17.98,63.03,17.64,,40.45,9.13,5.84,5.65,18.57,,8.42,29.02,12.18,4.42,5.67,,5.22,12.67,4.51,24.74,2.63,25.51,11.92,16.89,27.91,6.94,,14.34,4.34,3.93,7.85,7.95,6.87,7.1,23.76,,23.08,4.77,5.05,59.86,,12.81,,1.43,6.54,32.7,3.82,6.29,12.9,10.47,,,6.97,45.98
5/8/2015,113.21,103.85,398.43,162.34,481.29,103.83,195.81,71.31,127.41,163.02,121.66,245.83,41.13,59.25,175.44,53.25,24.72,178.91,3.43,61.94,14.13,112.79,37.94,29.23,56.3,98.57,163.72,11.355,25.67,39.55,40.68,82.87,276.52,63,109.91,102.02,32,55.99,87.04,108.96,30.3,27.62,14.33,46.17,38.31,80.51,,31.65,15.11,15.59,74.21,37.99,59.84,14.71,23.99,7.48,13.17,11.19,1.04,,16,23.6,33.365,59.03,14.78,30.34,37.39,43.28,21.07,26.9,37.23,10.8,22.28,21.92,31.25,18,14.59,19.85,11.89,,45.11,3.6,23.79,25.21,1.85,103.54,,55.58,59.33,18.9,15.5,3.98,17,5.59,30.85,,21.91,13.9,,22.87,10.09,9.96,29.09,8.86,20.8,51.68,35.3,20.36,,19.2,52.93,19.095,,37.37,9.43,5.68,6.38,15.45,,8.01,28.74,11.22,4.65,6.09,,5.03,13.09,3.74,25.84,2.74,26.56,11.4,17.53,29.93,7.06,,16.27,4.24,3.85,7.56,8.23,6.67,7.21,23.77,12.95,24.59,4.64,5.21,54.04,,13.35,,1.4,6.59,34.01,4,6.6,13.49,10.58,,,7.04,48.56
5/15/2015,115.53,109.3,391.24,162.36,489.01,106.86,199.07,70.67,126.21,160.56,122.78,254.45,39.94,60,178.01,54.09,24.71,172.75,3.37,62.55,16.92,119.84,39.17,31.19,50.02,101.02,154.42,11.13,26.35,41.63,41.5,92.74,306.23,79.34,112.245,101.56,32.84,58.44,85.35,112.78,33.32,29.03,14.28,43.37,37.21,84.21,,30.99,14.69,16.42,77.83,46.23,56.86,15.21,20.38,7.23,13.13,11.26,1.01,,16.25,28.56,33.98,60.92,14.97,30.04,41.63,37.09,24.05,27.24,39.84,10.53,22.85,21.11,31.84,17.43,15.32,20.29,11,,44.44,3.52,20.54,25.52,1.93,106.53,,59,61.97,18.45,15.02,4.12,16.63,5.67,31.47,,22.91,15.27,,26.27,10.75,10.01,30.84,8.95,20.88,39.69,38.12,26.39,,19.34,52.12,19.93,,37.3,9.57,6.68,5.96,15.94,,7.97,24.81,10.6,4.605,5.9,,5.66,14.27,4.09,25.81,3.16,27.49,12.66,17.84,31.59,7.34,,16.535,4.25,3.89,8.19,8.54,6.45,7.21,22.01,15.62,23.02,4.54,5.13,52.09,,11.51,,1.4,6.45,34.14,3.98,6.87,13.42,11.41,,,6.29,52.02
5/22/2015,116.09,111.71,398.68,163.58,513.88,107.69,205,69.66,125.08,171.94,127.19,260.11,43.23,61.35,183.06,55.71,25.11,183.69,3.15,67.76,17.78,124.81,40.55,32.37,52.85,102.61,178.38,11.87,27.09,42.55,43.84,90.76,261.46,83.13,116.07,109.24,32.86,68.98,84.92,118.07,33.91,32.05,13.83,46.78,37.73,89.67,,34.04,14.38,17.45,77.62,48.07,67.53,26.22,18,7.52,13.44,10.92,7.68,,16.65,29.96,34.6,65.28,14.85,32.01,40.88,34.86,24.98,27.24,38.78,11.39,22.61,20.05,32.92,19.1,17.08,19.88,12.15,,46.21,4.35,20.76,24.66,1.92,107.94,,59.31,66.35,19.18,14.81,4.1,16.45,5.5,31.15,,24.99,14.8,,26.61,11.42,10.27,31.5,11.03,21.2,42.06,40.1,25.85,,19.77,53.1,20.59,,37.73,9.23,6.34,6.22,15.85,,8.83,26.15,10.77,4.46,5.74,,5.86,14,3.56,27.8,3.04,30.63,12.56,17.43,24.86,7.15,,17.72,4.19,3.95,8.13,8.87,6.66,7.49,22.99,17.82,24.41,4.65,5.12,55.01,,12.17,,1.4,6.39,35.98,4.05,6.79,13.41,11.87,,,6.26,52.39
5/29/2015,114.44,112.27,396.99,156.26,512.56,110.15,206.08,72.63,128.29,163.84,125.57,260.15,43.09,61.1,179.35,58.76,24.565,183.72,3.15,67.32,17.68,131.09,41.2,33.46,55.15,101.25,194.25,11.5,28.36,43.86,45.9,92.44,255.195,87,114.11,111.83,31.8,74.87,83.76,122.02,34.59,32.43,14.11,52.64,41.82,88.11,,39.44,13.95,17.35,78.21,48.22,73.64,25.62,18.21,7.65,14.22,11.13,7.03,,16.9,28.69,33.95,72.63,15,30.48,40.76,35.77,24.57,27.09,42.52,12.31,21.94,25.64,33.73,18.97,18.14,19.85,12.34,,47.01,4.3,20.86,23.54,2.31,107.51,,59.6,69.58,19.91,15.54,3.86,16.77,5.63,33.78,,26.25,15.34,,31.64,11.21,10.09,32.35,10.95,19.85,43.15,40.88,25.6,,20.15,50.38,19.12,,42.36,9.89,6.27,6.37,16.23,,8.41,26.92,11.19,4.98,5.64,,6.5,14.04,3.49,28.87,3.37,29.8,11.8,17.99,24.52,7.8974,,18.35,3.925,3.86,7.86,9,6.68,8.67,24.92,17,24.74,5.01,5.03,58.09,,12.25,,1.7,7.08,36.71,3.95,6.96,13.57,12.49,,,6.3,50.02
6/5/2015,110.72,113.96,387.86,157.25,539.4,108.94,210.21,74.14,127.35,160.26,123.85,251.52,46.87,61.21,180.58,58.65,24.35,181.35,3.35,66.15,16.19,131.35,42.16,33.97,62.19,98.75,189.63,11.69,29.7,43.51,46.55,85.98,247.81,89.24,125.98,118.59,31.21,80.82,83.53,122.63,37.38,32.27,14.09,68.36,42.25,94.07,,46.62,13.65,19.97,80.64,48.2,73.21,26.71,18.31,7.66,15.43,12.97,7.6,,18.03,30.85,33.28,76.42,15.75,30.85,38.61,35.61,25.11,26.81,46.15,12.64,24.08,22.66,32.47,19.37,19.01,22.08,14.02,,48.59,4.9,21.89,23.75,2.45,102.84,,64.29,71.55,19,17.27,4.34,17.14,5.725,35.25,,27.19,16.45,,33.6,13.04,12.81,33.69,14.54,20.38,45.43,42.13,30.35,,20.07,55.13,20.2,,45.22,9.2,6.91,6.53,16.23,,8.7,28.09,10.75,5.42,6,,6.66,14.8,3.68,26.66,3.52,30.79,11.68,19.35,24.58,8.068,,19.97,4.36,3.92,8.48,8.805,6.39,9.35,24.81,19.08,28.88,5.04,5.14,56.92,,12.54,,1.76,7.8,36.21,4.13,6.71,14.72,11.95,,,6.56,49.59
6/12/2015,111.32,117.66,388.77,156.12,492.29,105.49,215.27,73.7,124.36,169.04,122.03,245.26,46.91,58.67,178.59,54.75,24.89,187.16,3.56,64.96,15.58,130.28,39.4,34.92,56.6,99.34,180.81,11.41,29.18,42.93,46.29,83.32,244.3,88.27,119.1,109.14,31.18,85.48,80.54,110.13,37.65,31.79,12.14,60,44.32,93.93,,45.15,13.45,20.34,79.18,47.88,70.93,27.69,18.82,7.56,18.1,13.03,8,,18.48,34.12,31.97,75.92,15.95,31.55,38.22,32.9,26.6,26.01,47.39,14.34,23.16,22.15,31.6,19.29,19.38,22.08,15.96,,47.08,5,20.74,27.27,2.47,74.24,,34.63,67.77,22.06,17.75,4.23,17.17,6.62,33.78,,28.46,16.14,,31.75,12.59,12.91,33.97,14.64,19.67,44.72,41.91,33.44,,19.84,55.7,22.15,,48,8.24,6.74,6.47,15.63,,8.62,26.84,11.05,5.4,5.58,,6.56,14.76,3.52,25.34,3.18,28.05,10.92,19.45,23.66,7.49,,20.09,4.11,4.05,7.91,8.915,6.44,8.8,24.74,19.19,25.22,5.5,5.52,51.06,,11.99,,1.6,7.31,33.36,4.05,6.6,14.92,11.4,,,6.72,48.76
6/19/2015,117.22,119.8,411.05,160.72,522.28,107.77,218.09,71.62,128.04,184.4,137.93,247.54,48.29,66.86,179.99,58.19,24.73,188.15,3.84,62.55,15.5,136.36,41.75,36,62.34,100.44,170.14,11.83,29.34,47.31,47.52,93.19,263.81,100.59,124.14,117,30.97,70.53,84.03,99.58,39.65,33.88,11.99,51.11,44.69,96.17,,51.61,14.89,21.31,75.17,60,65.84,30.35,21.72,7.77,16.59,20.02,7.67,,18.785,33.2,33.76,84,16.31,34.46,39.75,31.64,27.84,27.71,46.68,13.49,24.66,23.58,31.13,20.75,21.5,23.78,19.9,,47.8,9.07,22.27,26.51,2.36,81.69,,40.01,70.8,20.21,16.4,4.32,17.81,7.27,36.82,,29.84,17.28,,32.96,15.61,12.86,36.5,16.48,21.06,44.75,45,34.81,,19.99,61.65,20.16,,54.07,8.79,7.11,6.51,16.79,,8.92,27.54,9.76,5.38,5.38,,6.53,15.93,3.07,25.56,3.16,26.81,11.99,26.65,22.12,7.54,,21.08,4.42,4.01,7.99,9.38,6.5,8.98,25.45,18.79,22.91,4.69,5.25,49.23,,10.98,,1.56,7.54,34.82,3.86,6.95,14.44,11.75,,,7.13,51.31
6/26/2015,117.92,119.5,408.73,158.02,520.63,104.05,218.06,69.06,126.87,184.45,134.84,249.08,47.45,65.75,174.12,57.86,25.08,175.43,3.77,58.89,15.97,117.67,41.93,36.07,60.45,100.29,165.67,12.97,29.41,46.72,43.51,86.02,255.7,103.16,124.2,116.11,30.78,70.61,80.81,105.59,38.96,32.75,12.025,46.61,45.58,99.31,,51.28,13.49,21.14,70.28,63.93,59.87,31.26,24.39,7.43,16.65,17.96,8.14,,19.37,27.86,34.14,82.37,17,33.93,42.12,33.99,28.31,27.88,45.64,14.05,24.59,24.57,32,22.45,21.01,23.61,18.65,,46.09,8.22,21.35,29.38,2.41,82.83,,35.37,70.36,21.6,15.92,4.08,17.69,6.81,32.71,,31.77,17.9,,32.75,14.62,12.57,36.44,15.89,19.7,44.6,43.96,32.78,,20.39,62.77,18.97,,52.62,8.69,6.96,6.6,16.09,,8.5,26.04,8.84,5.41,5.61,51.4,6.2,15.54,3.26,25.03,3.15,26.14,12.54,26.03,21.48,7.21,,21.23,4.39,4.06,9.57,11.155,6.51,8.28,23.13,18.53,21.39,3.93,6.06,48.85,,10.85,,1.67,7.22,33.89,4.23,6.24,13.44,11.3,,,7.13,51.96
7/3/2015,119.52,115.04,404.28,153.26,511.08,105.58,220.07,70.12,131.26,185.22,136.84,246.07,47.65,63.07,177.37,55.75,24.88,170.11,3.44,56.13,16.25,117.84,41.69,35.95,65.07,96.54,163.21,11.89,31.28,47.31,43.37,82.94,241.17,102.71,122.99,115.42,30.83,68.91,82.02,110.44,39.93,34.87,12.06,54.02,45.85,98.6,,50.46,12.25,22.1,69.54,67.93,59.44,30.14,23.02,6.89,16.75,17.28,8.16,,16.87,27.02,34.57,74.76,17.95,32.08,40.04,32.88,29,27.11,51.75,13.75,24.03,23.7,29.79,22.71,22.2,21.27,17.12,,46.31,9.28,20.84,30.51,2.52,83.16,,35.5,70.47,21.19,14.62,3.97,17.16,6.97,31.19,,31.15,17.24,,31.85,15.1,12.63,35.27,15.89,17.1,43.22,43.18,31.48,,19.92,61.29,17.72,,45.5,8.58,6.98,6.35,16.34,,7.92,25.1,8.975,4.94,5.2,40.11,6.33,15.06,3.05,24.35,3.18,25.44,11.975,26.47,22.09,7.01,,20.64,4.44,4.15,9.79,10.88,6.13,8,21.25,16.98,20.8,3.74,5.54,47.83,,9.97,,12.8,6.74,33.39,4.02,6.01,14.17,10.5,,,6.84,51.83
7/10/2015,118.84,113.74,388.23,154.1,526.01,108.33,219.45,71.22,122.95,192.53,141.67,250.34,47.09,64.22,178.77,58.65,25.73,171.57,3.68,53.5,16.55,121.77,43.94,37.73,64.36,98.78,159.03,11.4,32.73,48.16,43.1,80.02,247.71,116.94,125.86,111.03,31.28,72.87,83.12,109.82,41.74,35.94,11.44,52.05,46.44,99.72,,51.7,12.29,22.78,67.54,72.61,60.8,30.02,22.82,6.84,18.07,17.8,8.21,,16.24,28.02,34.32,85.26,18.22,34.07,40.28,33.17,33.06,26.85,49.86,14.48,23.89,26.01,30.03,23.42,22.6,21.76,16.35,,47.36,9.13,30.14,35.36,2.41,90.01,,37.53,71.72,23.74,18.78,4.2,17.08,7.46,30.58,,34.755,17.61,,33.59,15.49,12.41,38.85,17.67,17.33,46.82,45.53,30.96,,19.53,62.22,16.88,,54.17,8.68,7.08,6.1,18.15,,7.46,25.57,9.12,5.06,5.28,40.9,6.69,14.87,3.11,24.89,3.31,26.83,12.08,27.41,23.96,1.94,,21.76,4.29,4.22,8.83,11.98,6.3,8.6,20.77,18.67,19.58,3.82,5.7,46.49,,9.86,,15.17,6.63,36.27,3.68,6.51,15.63,11.18,,,6.68,53.92
7/17/2015,134.52,118.26,404.66,163.27,551.98,117.04,239.76,68.47,134.17,204.3,149.09,257.65,51.61,69.79,183.92,65.8,27.28,179.15,3.91,57.23,16.59,136.55,50.1,39.54,73.17,103.87,164.19,12.48,34.23,53.51,45.54,87.06,277.61,132.8,124.85,118.32,32.13,76.35,85.38,114.71,43.14,37.08,11.3,50.55,52.71,105.53,,59.72,12.21,24.66,61.76,80.63,62.44,32.13,23.21,6.92,20.15,18.74,9.15,,16.32,32.9,35.04,90.76,21.85,34.78,40.46,32.58,36.52,27.8,50.08,16.51,26.41,25.42,32.77,24.43,24.49,23.54,18.18,,50.42,9.01,32.51,41.94,2.4,98.91,,41.49,75.77,25.55,21.31,4.08,17.21,8.31,28.68,,33.37,17.38,,35.82,16.08,12.12,37.51,16.99,18.34,54.38,49.4,32.03,,20.81,69.3,19.03,,59.92,9.43,7.44,6.7,22.2,,7.67,25.91,10,5.68,5.38,43.99,6.68,17,3.16,26.81,3.725,27.1,11.08,29.8,25.59,1.8,,24.22,4.5,4.28,10.8,12.085,6.41,9.01,21.57,19.36,19.19,3.88,6.38,60.19,,10.2,,21.13,7.3,42.06,3.74,6.71,18.35,11.85,,,6.85,69.93
7/24/2015,134.9,112.83,300.03,158.59,541.85,108.54,221.1,65.94,125.5,200.99,144.99,252.57,48.43,67.83,184.4,60.12,27.53,169.28,5.59,53.15,16.88,129.62,48.75,38.97,68.72,107.25,158.91,12.78,33.82,51.5,45.39,82.61,273.05,131.36,116.87,116.98,31.42,72.45,85.39,113.24,41.75,37.2,10.71,50.16,50.71,102.09,,64.1,12.28,23.24,62.31,75.115,64.93,32.63,24.09,6.19,20.11,18.62,8.87,,16.26,27.5,33.88,93.22,24.63,33.71,35.82,31.68,35.46,25.78,46.28,15.74,26.16,23.59,29.82,21.67,23.41,22,15.78,,49.21,7.91,32.6,42.54,2.16,75.91,,43.34,70.44,23.5,18.4,3.71,17.65,9.25,26.69,,29.15,16.55,,32.23,15.12,11.05,36.72,18.01,16.9,51.84,45.19,31.44,,21.45,68.11,18.89,,55.98,8.69,6.85,7.13,22.1,,7.06,21.45,9.43,5.19,5.65,38.2,8.07,15.7,2.94,24.41,3.3,25.26,9.88,26.8,26.66,1.51,,23.74,4.05,4.11,10.19,11.79,6.03,8.27,20.35,18.82,18.68,3.47,6.05,58.12,,9.16,,20.27,6.27,45.26,3.51,6.49,19.02,10.75,,,6.45,67.4
